stock_code,company_name,annual_gross_margin,asset_turnover_annual,cash_share_annual,current_ratio_annual,eps_basic_excl_extra_annual,fcf_share_ttm,inventory_turnover_annual,lt_debt_equity_annual,net_interest_coverage_annual,net_profit_margin_annual,operating_margin_annual,quick_ratio_annual,receivables_turnover_annual,roe_ttm,roi_annual,roa_rfy,tangible_book_annual,total_debt_cagr_5y,total_debt_equity_annual
6030,CITIC Securities Co Ltd,84.46009,0.07901,44.57251,1.36678,1.15654,-5.63011,-99999.99,56.24566,2.88644,22.15869,28.36929,-99999.99,2.72651,1.78994,4.82724,1.75082,14.2372,7.20178,202.0089
6033,Telecom Digital Holdings Ltd,47.6513,1.66448,0.10313,0.76674,0.19864,0.29108,7.10167,5.70588,-99999.99,7.59851,8.73616,0.53802,33.86513,12.64755,22.35799,12.64755,0.88477,-8.38192,58.06047
6036,Apex Ace Holding Ltd,7.94168,2.02624,0.21181,1.27635,-0.01699,-99999.99,20.63067,0.27291,0.53953,-0.47046,-0.05824,1.13579,3.89388,-0.55729,-3.01937,-0.95326,0.29387,49.27934,118.782
6038,G & M Holdings Ltd,23.16951,1.00852,0.12847,4.53008,0.02637,-99999.99,257.1792,0.5185,99.2243,8.79582,10.54858,4.51735,2.09528,8.17661,11.77637,8.8708,0.22758,-17.47001,2.00238
6049,Poly Property Services Co Ltd,20.29084,1.17881,13.9851,3.01301,1.3888,1.19808,84.74222,0.24235,-99999.99,8.43298,11.22957,2.99392,20.30627,10.06912,17.47525,9.94087,10.6571,-99999.99,0.29463
6055,China Tobacco International HK Co Ltd,4.66571,3.58479,2.51269,2.28041,0.52703,0.10118,13.42144,1.5159,-99999.99,3.55271,4.23694,2.08896,14.59559,11.60692,28.94158,12.73573,2.31818,-99999.99,1.98653
6058,China Industrial Securt Intnl Fn Grp Ltd,94.22569,0.05295,4.28629,1.47954,-0.11546,-0.00123,-99999.99,96.07392,-0.09998,-36.61009,3.13243,-99999.99,0.20266,-3.35239,-5.81538,-1.93861,0.95819,66.10721,324.8993
6060,ZhongAn Online P & C Insurance Co Ltd,-99999.99,0.52836,2.27261,-99999.99,-0.35405,1.08237,-99999.99,2.67151,-1.69739,-4.22274,-3.01373,-99999.99,-99999.99,-0.92909,-99999.99,-2.23113,11.24203,-99999.99,2.83139
6063,Lotus Horizon Holdings Ltd,29.14649,2.12462,0.00931,1.94994,0.02277,0.00593,-99999.99,2.24367,40.32667,14.03063,18.42204,-99999.99,2.78972,-99999.99,73.79371,29.80979,0.04151,-99999.99,60.13909
6066,China Securities Co Ltd,94.77435,0.08022,27.99344,1.40072,0.76888,-1.4362,-99999.99,61.62418,2.52921,28.67744,37.13963,-99999.99,10.78151,2.77842,6.22372,2.30042,8.44466,18.62551,209.236
6068,Wisdom Educaton Internatinl Hldgs Co Ltd,44.10828,0.28639,0.54549,0.6433,0.19672,-0.15408,161.0549,71.27522,5.84334,21.02716,29.50515,0.6408,-99999.99,6.72604,9.46897,6.02196,1.11131,15.83541,122.5451
6069,Sheng Ye Capital Ltd,-99999.99,0.15815,0.49705,2.16316,0.36542,0.22981,-99999.99,0.67488,4.60382,48.64727,77.0314,-99999.99,0.18133,8.14793,13.47955,7.69381,2.95378,-99999.99,83.32131
6078,Hygeia Healthcare Holdings Co Ltd,30.40266,0.51759,0.93924,0.39,0.09494,-99999.99,17.1687,-99999.99,2.20648,3.66237,16.04373,0.36257,6.19859,-99999.99,3.85632,1.89562,-1.40456,-99999.99,-99999.99
6080,Wing Chi Holdings Ltd,2.22697,1.5409,0.0447,4.2314,-0.0147,-0.00766,-99999.99,0.43066,-88.08,-4.20278,-4.03463,-99999.99,2.83268,-6.47606,-8.07093,-6.47606,0.17059,-22.14862,2.63356
6083,World-Link Logistics Asia Holding Ltd,93.95292,1.24741,0.09648,1.79397,0.04613,0.11395,3.63919,25.00412,12.89359,11.42006,14.51056,1.6973,3.63031,13.36958,19.50727,14.24554,0.22088,-99999.99,61.46431
6088,Foxconn Interconnect Technology Ltd,17.24906,1.00321,1.1454,1.64959,0.27706,-99999.99,5.35118,28.87426,-99999.99,5.33565,6.29337,1.2269,4.68798,3.59535,9.79787,5.35278,1.48912,19.93299,53.54758
6090,Centurion Corp Ltd,72.69128,0.09523,0.06869,0.70888,0.11888,-99999.99,551.7727,125.5391,-99999.99,77.82952,83.23847,0.70848,41.71192,7.55414,8.11358,7.41156,0.70434,13.2037,135.8631
6093,Hevol Services Group Co Ltd,33.88702,0.87595,0.6542,1.76269,0.0455,-99999.99,1886.69,1.33045,-99999.99,5.55553,9.35012,1.76191,5.19551,8.76136,10.77789,4.86637,0.46354,-99999.99,2.49672
6098,Country Garden Services Holdings Co Ltd,31.64601,1.08424,3.4642,1.59078,0.71892,1.12635,588.5557,0.36139,-99999.99,17.81649,20.49139,1.58861,9.07152,16.69931,43.71671,19.3173,1.5934,-99999.99,0.5662
6099,China Merchants Securities Co Ltd,93.89539,0.06788,34.80517,1.46844,0.92083,-2.32436,-99999.99,60.86674,2.80654,31.3781,35.37602,-99999.99,9.13476,2.10486,5.59894,2.12997,12.29117,22.20102,247.1471
6100,Tongdao Liepin Group,77.15263,0.38754,5.93436,2.8609,0.26785,-99999.99,-99999.99,2.0121,-99999.99,8.36671,9.40366,-99999.99,29.03324,-99999.99,4.30209,3.24242,4.54572,-99999.99,5.48895
6108,New Ray Medicine International Holding,12.53878,0.16397,0.05304,22.43956,-0.02638,-99999.99,1.43656,0.27243,-99999.99,-37.18137,-37.11815,16.63899,1.9171,-10.79932,-6.29887,-6.0967,0.38517,-99999.99,0.3337
6110,Topsports International Holdings Ltd,42.11165,1.76151,0.52185,1.72785,0.46849,1.21902,3.05023,23.90117,15.75784,6.837,9.80374,0.98069,16.82617,-99999.99,26.30458,12.04342,1.74444,-99999.99,59.41952
6111,DaFa Properties Group Ltd,22.93422,0.3151,7.32223,1.41884,0.71401,-99999.99,0.45968,168.7119,17.73377,8.12003,15.35019,0.61708,314.4242,1.64886,7.26165,2.55858,4.72424,-99999.99,265.8511
6113,UTS Marketing Solutions Holdings Ltd,-99999.99,0.85238,0.25048,9.68064,0.06259,-99999.99,-99999.99,2.49682,-99999.99,16.81389,18.06845,-99999.99,4.59696,15.51222,15.5776,14.33176,0.34607,34.52757,5.84351
6116,Xinjiang LaChapelle Fashion Co Ltd,53.1501,0.91806,1.92523,0.58339,-4.53806,1.61846,1.68507,104.8385,-14.68111,-29.37923,-29.56404,0.26823,9.47072,-32.25605,-69.34523,-26.97175,5.26757,43.01578,309.3032
6117,Rizhao Port Jurong Co Ltd,44.13642,0.25671,0.13676,3.24483,0.11206,-99999.99,75.82346,13.38108,8.70638,26.00137,39.89329,3.19717,16.72005,6.03294,7.30203,6.67477,1.45808,-99999.99,15.19339
6118,Austar Lifesciences Ltd,27.09612,0.93425,0.42767,1.46449,0.01808,0.07405,4.2973,5.05281,-99999.99,0.71152,0.00467,1.16178,2.90598,1.32777,1.45649,0.66474,1.04694,10.79976,11.81853
6119,Tian Yuan Group Holdings Ltd,38.41763,0.30596,0.24139,3.36422,0.02761,-99999.99,-99999.99,0.1283,18.67733,17.24367,26.35018,2.50655,14.8481,6.84559,7.05068,5.27591,0.58761,-99999.99,6.77836
6122,Jilin Jiutai Rural Commercil Bk Corp Ltd,-99999.99,-99999.99,8.5825,-99999.99,0.27185,4.48299,-99999.99,21.70847,-99999.99,22.04838,27.72377,-99999.99,-99999.99,0.64749,-99999.99,0.7085,3.51035,19.94244,131.5054
6123,YTO Express (International) Holdings Ltd,14.13378,3.21553,0.64776,1.90328,0.06321,-99999.99,-99999.99,3.98862,10.21576,0.73406,1.01185,-99999.99,5.49893,9.22709,4.69429,2.3604,1.35458,-2.62486,22.24228
6128,Earthasia International Holdings Ltd,46.61991,0.42838,0.11172,1.11684,-0.12862,0.01825,13.01406,220.7544,-0.79588,-20.83321,-11.56619,1.0203,2.5918,-13.35571,-12.57895,-8.92462,-1.14059,-99999.99,269.9802
6133,Vital Innovations Holdings Ltd,0.94137,1.00015,0.06904,8.2774,-0.00752,-99999.99,50.56834,0.02667,-99999.99,-0.68314,-0.55666,8.21788,320.9835,-10.36697,-0.79605,-0.68324,0.88959,-99999.99,3.40891
6136,Kangda International Environmentl Co Ltd,41.29731,0.16947,0.12725,0.79454,0.21244,-99999.99,117.6814,113.2982,2.08115,13.64275,37.84985,0.79239,1.82137,2.52718,3.71656,2.31203,1.98996,20.69406,207.2624
6138,Harbin Bank Co Ltd,-99999.99,-99999.99,5.83612,-99999.99,0.37086,2.62138,-99999.99,21.08918,-99999.99,23.64076,31.15502,-99999.99,-99999.99,0.51982,-99999.99,0.60651,5.16103,41.15228,156.32
6139,Jinmao (China) Hotel Investments&Mgt Ltd,57.29544,0.13726,0.40513,0.10683,0.14116,-0.15112,72.10471,42.17697,3.17298,9.95909,31.38187,0.10508,26.44024,-0.4272,2.59789,1.36701,3.12401,1.89886,133.9908
6158,Zhenro Properties Group Ltd,20.65738,0.20963,7.64616,1.57101,0.67952,-99999.99,0.30566,216.912,-99999.99,9.50309,15.34137,0.59632,648.2748,1.83466,6.02387,1.99215,4.67787,14.26835,329.6535
6160,Beigene Ltd,83.37506,0.22176,9.50436,3.77909,-10.04632,-11.24278,3.17848,25.01494,-99999.99,-236.7923,-224.1626,3.68707,7.10454,-48.27557,-61.92931,-52.51062,9.24817,77.043,25.01494
6161,Target Insurance Holdings Ltd,-99999.99,0.23414,1.45494,-99999.99,-0.38074,-0.02735,-99999.99,27.60857,-116.3558,-44.63702,-43.05498,-99999.99,-99999.99,-8.36602,-99999.99,-10.4513,0.57991,-99999.99,27.60857
6162,China Tianrui Automotive Interirs Co Ltd,33.9663,0.69156,0.03435,1.30243,0.02574,-0.02217,4.46754,2.7644,10.57061,15.04564,19.34866,1.08762,2.48672,9.9094,24.04472,10.40503,0.1322,-99999.99,35.14058
6163,Gemilang International Ltd,20.27453,1.34726,0.11809,1.42381,0.11416,0.03614,2.79458,0.30628,16.77508,5.85944,10.20534,0.75933,5.75753,6.78279,20.14808,7.8942,0.59391,-1.57271,52.23073
6166,China Vast Industrial Urban Devlp Co Ltd,70.06229,0.18586,0.92886,2.85964,0.57632,-99999.99,0.11938,85.05323,24.74525,31.02636,57.14049,0.95224,1.58835,4.28258,7.96118,5.7665,3.93885,17.54545,115.0472
6168,China U-Ton Future Spc Ind Grp Hldg Ltd,-6.20236,0.09416,0.03128,0.7566,-0.0881,0.02231,28.71973,91.89108,-99999.99,-165.2474,-111.0124,0.75362,0.35522,-14.97599,-48.17851,-15.55889,0.03787,27.59888,298.0617
6169,China Yuhua Education Corp Ltd,58.32031,0.21545,0.86917,0.63617,0.17161,0.20172,-99999.99,17.4275,3.17498,32.37503,33.0627,-99999.99,155.5229,3.35463,12.82223,6.97521,0.73803,169.1894,77.21698
6178,Everbright Securities Co Ltd,83.63848,0.07245,22.61294,1.3961,0.14116,-0.98069,-99999.99,60.03048,1.80171,4.67503,7.70114,-99999.99,0.41972,0.60084,0.75243,0.33869,11.46139,16.74407,200.1712
6182,Twintek Investment Holdings Ltd,10.05565,0.71373,0.07416,2.70218,-0.02978,0.00269,29.82244,0.39932,-23.5285,-15.16753,-14.00354,2.61288,1.55371,-10.82545,-15.1181,-10.82545,0.18156,2.31633,29.19165
6183,China Greenfresh Group Co Ltd,3.8328,0.48668,1.23779,8.30866,0.11582,-99999.99,25.33245,0.31484,-99999.99,11.55492,11.06901,8.06018,5.8175,5.62358,6.10594,5.62358,1.69602,43.61857,4.73179
6185,Cansino Biologics Inc,-99999.99,0.0,3.88491,6.39,-0.88388,-99999.99,-99999.99,9.368,-99999.99,-99999.99,-99999.99,6.25855,-99999.99,-10.63296,-13.34523,-12.15065,7.36959,-99999.99,11.34289
6186,China Feihe Ltd,70.03305,0.78721,2.00741,2.3242,0.55151,-99999.99,6.10911,14.15664,-99999.99,28.67452,41.94414,2.23197,33.1762,27.24359,34.87721,22.57282,1.66528,-99999.99,38.34283
6188,Beijing Digital Telecom Co Ltd,11.52291,1.61408,1.49111,1.51753,0.44253,-99999.99,4.9579,8.08189,2.57763,1.69665,3.69438,1.06147,6.51634,2.03795,6.43169,2.73852,6.76872,18.76919,112.0625
6189,Guangdong Adway Constrc Grp Hldgs Co Ltd,13.47233,0.57184,1.21095,1.76496,0.35121,-99999.99,-99999.99,0.09231,4.18424,4.55656,6.45797,1.76384,0.69952,-0.21086,5.9386,2.60562,6.07166,15.04223,32.78844
6190,Bank of Jiujiang Co Ltd,-99999.99,-99999.99,18.98444,-99999.99,0.87456,7.10974,-99999.99,38.44174,-99999.99,18.57226,22.53429,-99999.99,-99999.99,0.50435,-99999.99,0.55743,11.70698,-99999.99,244.6062
6193,Tailam Tech Construction Holdings Ltd,15.36992,1.83679,0.24224,2.12674,0.08956,-0.07031,19.14451,0.12284,9.43076,4.675,7.00353,1.98114,3.75746,5.36636,19.07437,8.58698,0.59906,-99999.99,19.12371
6196,Bank of Zhengzhou Co Ltd,-99999.99,-99999.99,7.59643,-99999.99,0.48772,0.1978,-99999.99,19.11991,-99999.99,24.75155,29.39487,-99999.99,-99999.99,0.65824,-99999.99,0.69794,6.63269,40.2885,341.9761
6198,Qingdao Port International Co Ltd,32.76359,0.23957,2.43332,1.81334,0.67613,-0.5282,42.65467,18.17114,-99999.99,33.97381,42.03553,1.7943,4.98338,7.86903,11.50444,8.13896,4.90237,104.9618,22.43161
6199,Bank of Guizhou Co Ltd,-99999.99,-99999.99,5.53252,-99999.99,0.32934,3.66671,-99999.99,24.65961,-99999.99,32.86646,37.73374,-99999.99,-99999.99,0.90992,-99999.99,0.94955,2.65458,-99999.99,281.1507
